Indicator,Reporting Economy,Partner Economy,Product/Sector Code,Product/Sector,Period,Unit,Year,Value
Import,Brazil,World,MIFU,Fuels,Annual,Million US dollar,2010,29953.84163
Import,Brazil,World,MIFU,Fuels,Annual,Million US dollar,2006,17141.4517
Import,Brazil,World,MIFU,Fuels,Annual,Million US dollar,2007,22319.64467
Import,Brazil,World,MIFU,Fuels,Annual,Million US dollar,2005,13464.8407
Import,Brazil,World,MIFU,Fuels,Annual,Million US dollar,2004,11448.43536
Import,Brazil,World,MIFU,Fuels,Annual,Million US dollar,2013,45807.05064
Import,Brazil,World,MIFU,Fuels,Annual,Million US dollar,2012,40186.57084
Import,Brazil,World,MIFU,Fuels,Annual,Million US dollar,2017,21550.81868
Import,Brazil,World,MIFU,Fuels,Annual,Million US dollar,2016,15141.93835
Import,Brazil,World,MIFU,Fuels,Annual,Million US dollar,2018,26233.49644
Import,Brazil,World,MIFU,Fuels,Annual,Million US dollar,2019,23964.33362
Import,Brazil,World,MIFU,Fuels,Annual,Million US dollar,2015,24919.6527
Import,Brazil,World,MIFU,Fuels,Annual,Million US dollar,2014,45039.45975
Import,Canada,World,AG,Agricultural products,Annual,Million US dollar,2016,37655.85772
Import,Canada,World,AG,Agricultural products,Annual,Million US dollar,2015,38216.0588
Import,Canada,World,AG,Agricultural products,Annual,Million US dollar,2013,38772.12934
Import,Canada,World,AG,Agricultural products,Annual,Million US dollar,2014,40145.95254
Import,Canada,World,AG,Agricultural products,Annual,Million US dollar,2017,39068.51778
Import,Canada,World,AG,Agricultural products,Annual,Million US dollar,2018,40361.44839
Import,Canada,World,AG,Agricultural products,Annual,Million US dollar,2019,40678.10082
Import,Canada,World,AG,Agricultural products,Annual,Million US dollar,2010,31968.83899
Import,Canada,World,AG,Agricultural products,Annual,Million US dollar,2009,28446.33371
Import,Canada,World,AG,Agricultural products,Annual,Million US dollar,2011,36450.53533
Import,Canada,World,AG,Agricultural products,Annual,Million US dollar,2012,37906.90835
Import,Canada,World,AG,Agricultural products,Annual,Million US dollar,2008,30252.90801
Import,Canada,World,AG,Agricultural products,Annual,Million US dollar,2007,27394.76828
Import,Canada,World,AG,Agricultural products,Annual,Million US dollar,2006,23974.0021
Import,Canada,World,AG,Agricultural products,Annual,Million US dollar,2005,21439.65747
Import,Canada,World,AG,Agricultural products,Annual,Million US dollar,2002,16664
Import,Canada,World,AG,Agricultural products,Annual,Million US dollar,2003,17990.3273
Import,Canada,World,AG,Agricultural products,Annual,Million US dollar,2004,19392.9758
Import,Canada,World,AGFO,Food,Annual,Million US dollar,2003,14739.90649
Import,Canada,World,AGFO,Food,Annual,Million US dollar,2002,13592
Import,Canada,World,AGFO,Food,Annual,Million US dollar,2004,15779.50826
Import,Canada,World,AGFO,Food,Annual,Million US dollar,2005,17566.46459
Import,Canada,World,AGFO,Food,Annual,Million US dollar,2006,20049.25401
Import,Canada,World,AGFO,Food,Annual,Million US dollar,2019,36978.31693
Import,Canada,World,AGFO,Food,Annual,Million US dollar,2018,36482.61267
Import,Canada,World,AGFO,Food,Annual,Million US dollar,2017,35384.13239
Import,Canada,World,AGFO,Food,Annual,Million US dollar,2016,33935.79047
Import,Canada,World,AGFO,Food,Annual,Million US dollar,2015,34178.87115
Import,Canada,World,AGFO,Food,Annual,Million US dollar,2011,31854.27905
Import,Canada,World,AGFO,Food,Annual,Million US dollar,2012,33360.47645
Import,Canada,World,AGFO,Food,Annual,Million US dollar,2013,34337.1486
Import,Canada,World,AGFO,Food,Annual,Million US dollar,2014,35609.96049
Import,Canada,World,AGFO,Food,Annual,Million US dollar,2008,26156.64695
Import,Canada,World,AGFO,Food,Annual,Million US dollar,2007,23308.86563
Import,Canada,World,AGFO,Food,Annual,Million US dollar,2009,25276.20484
Import,Canada,World,AGFO,Food,Annual,Million US dollar,2010,27956.55836
Import,Canada,World,MA,Manufactures,Annual,Million US dollar,2007,294140.8219
Import,Canada,World,MA,Manufactures,Annual,Million US dollar,2006,273752.6935
Import,Canada,World,MA,Manufactures,Annual,Million US dollar,2005,248048.6664
Import,Canada,World,MA,Manufactures,Annual,Million US dollar,2004,221190.7916
Import,Canada,World,MA,Manufactures,Annual,Million US dollar,2003,196246.5703
Import,Canada,World,MA,Manufactures,Annual,Million US dollar,2002,188957
Import,Canada,World,MA,Manufactures,Annual,Million US dollar,2008,301369.7471
Import,Canada,World,MA,Manufactures,Annual,Million US dollar,2009,242516.0511
Import,Canada,World,MA,Manufactures,Annual,Million US dollar,2010,292841.5422
Import,Canada,World,MA,Manufactures,Annual,Million US dollar,2011,325211.9316
Import,Canada,World,MA,Manufactures,Annual,Million US dollar,2012,340414.5779
Import,Canada,World,MA,Manufactures,Annual,Million US dollar,2013,340725.0887
Import,Canada,World,MA,Manufactures,Annual,Million US dollar,2019,348796.1657
Import,Canada,World,MA,Manufactures,Annual,Million US dollar,2018,352100.0225
Import,Canada,World,MA,Manufactures,Annual,Million US dollar,2016,312806.5814
Import,Canada,World,MA,Manufactures,Annual,Million US dollar,2017,334799.9876
Import,Canada,World,MA,Manufactures,Annual,Million US dollar,2014,343928.6274
Import,Canada,World,MA,Manufactures,Annual,Million US dollar,2015,323655.231
Import,Canada,World,MACH,Chemicals,Annual,Million US dollar,2012,46887.50898
Import,Canada,World,MACH,Chemicals,Annual,Million US dollar,2011,45802.48279
Import,Canada,World,MACH,Chemicals,Annual,Million US dollar,2010,41597.65697
Import,Canada,World,MACH,Chemicals,Annual,Million US dollar,2006,36118.6587
Import,Canada,World,MACH,Chemicals,Annual,Million US dollar,2007,39202.33789
Import,Canada,World,MACH,Chemicals,Annual,Million US dollar,2009,36602.66534
Import,Canada,World,MACH,Chemicals,Annual,Million US dollar,2008,41517.18886
Import,Canada,World,MACH,Chemicals,Annual,Million US dollar,2003,24626.26946
Import,Canada,World,MACH,Chemicals,Annual,Million US dollar,2002,22163
Import,Canada,World,MACH,Chemicals,Annual,Million US dollar,2004,28338.75591
Import,Canada,World,MACH,Chemicals,Annual,Million US dollar,2005,31912.15097
Import,Canada,World,MACH,Chemicals,Annual,Million US dollar,2019,50115.19245
Import,Canada,World,MACH,Chemicals,Annual,Million US dollar,2018,49587.68213
Import,Canada,World,MACH,Chemicals,Annual,Million US dollar,2016,43346.61724
Import,Canada,World,MACH,Chemicals,Annual,Million US dollar,2017,46287.72102
Import,Canada,World,MACH,Chemicals,Annual,Million US dollar,2013,47841.03408
Import,Canada,World,MACH,Chemicals,Annual,Million US dollar,2014,48526.1751
Import,Canada,World,MACH,Chemicals,Annual,Million US dollar,2015,45018.74636
Import,Canada,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2013,12723.30964
Import,Canada,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2012,12891.31135
Import,Canada,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2014,13311.53352
Import,Canada,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2015,12590.16945
Import,Canada,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2019,15235.41016
Import,Canada,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2018,13995.75873
Import,Canada,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2017,12905.40899
Import,Canada,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2016,12394.98392
Import,Canada,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2011,13085.57258
Import,Canada,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2010,12323.51079
Import,Canada,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2005,7837.573432
Import,Canada,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2006,9535.922643
Import,Canada,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2007,10533.45752
Import,Canada,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2008,11226.93492
Import,Canada,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2009,12057.87216
Import,Canada,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2002,5012
Import,Canada,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2004,6965.786231
Import,Canada,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2003,6165.571693
Import,Canada,World,MACL,Clothing,Annual,Million US dollar,2002,4011.832522
Import,Canada,World,MACL,Clothing,Annual,Million US dollar,2003,4503.399269
Import,Canada,World,MACL,Clothing,Annual,Million US dollar,2004,5227.356564
Import,Canada,World,MACL,Clothing,Annual,Million US dollar,2005,5975.430986
Import,Canada,World,MACL,Clothing,Annual,Million US dollar,2007,7614.169359
Import,Canada,World,MACL,Clothing,Annual,Million US dollar,2006,6825.282986
Import,Canada,World,MACL,Clothing,Annual,Million US dollar,2008,8251.255137
Import,Canada,World,MACL,Clothing,Annual,Million US dollar,2009,7557.367022
Import,Canada,World,MACL,Clothing,Annual,Million US dollar,2011,9525.700168
Import,Canada,World,MACL,Clothing,Annual,Million US dollar,2010,8313.529027
Import,Canada,World,MACL,Clothing,Annual,Million US dollar,2013,9950.810461
Import,Canada,World,MACL,Clothing,Annual,Million US dollar,2012,9371.111629
Import,Canada,World,MACL,Clothing,Annual,Million US dollar,2014,10085.91853
Import,Canada,World,MACL,Clothing,Annual,Million US dollar,2015,9895.367409
Import,Canada,World,MACL,Clothing,Annual,Million US dollar,2016,9554.321495
Import,Canada,World,MACL,Clothing,Annual,Million US dollar,2017,10076.87596
Import,Canada,World,MACL,Clothing,Annual,Million US dollar,2018,10590.26474
Import,Canada,World,MACL,Clothing,Annual,Million US dollar,2019,11030.15278
Import,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2004,7571.2675
Import,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2003,4802.000686
Import,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2002,4608
Import,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2008,12533.83273
Import,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2007,10550.00594
Import,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2005,9497.112295
Import,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2006,10933.13569
Import,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2015,9505.959047
Import,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2014,12963.63472
Import,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2013,11641.18687
Import,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2016,8140.646702
Import,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2017,10313.78965
Import,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2018,11471.50035
Import,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2012,13232.41339
Import,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2019,9452.897173
Import,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2009,7374.441168
Import,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2010,10703.3129
Import,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2011,12789.66891
Import,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2009,129415.1228
Import,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2008,167123.3954
Import,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2007,168221.7561
Import,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2006,156867.18
Import,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2011,180614.6969
Import,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2010,161254.3353
Import,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2002,112228
Import,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2003,114717.1851
Import,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2005,143066.9719
Import,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2004,127362.1327
Import,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2016,177380.0142
Import,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2017,190617.6096
Import,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2019,199463.6871
Import,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2018,200158.7268
Import,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2012,190206.4718
Import,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2013,190329.9439
Import,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2014,191193.6609
Import,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2015,182332.6157
Import,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2018,75952.0352
Import,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2016,70205.99378
Import,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2017,76152.33522
Import,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2013,71641.67761
Import,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2014,70603.75616
Import,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2015,68050.24385
Import,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2019,75496.13666
Import,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2012,71355.04735
Import,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2007,66803.01509
Import,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2006,62925.49988
Import,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2008,61052.6282
Import,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2009,43491.60414
Import,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2010,59593.73702
Import,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2011,64501.47472
Import,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2002,47692
Import,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2003,49120.54574
Import,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2004,53027.90486
Import,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2005,57617.53219
Import,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2016,28785.60579
Import,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2019,33414.09604
Import,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2017,32114.62572
Import,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2018,34022.8027
Import,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2015,30245.83854
Import,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2014,32307.04021
Import,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2007,31340.65248
Import,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2009,27099.17856
Import,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2008,32346.50311
Import,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2011,36669.60388
Import,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2010,33262.76291
Import,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2013,34371.87554
Import,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2012,34601.00604
Import,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2002,20858
Import,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2005,27602.38643
Import,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2006,29714.75349
Import,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2003,21071.18742
Import,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2004,24912.36702
Import,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2009,10428.09663
Import,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2008,13001.1751
Import,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2002,9603
Import,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2003,9690.363361
Import,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2004,10905.58678
Import,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2005,12104.26814
Import,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2006,12843.89856
Import,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2007,13238.07551
Import,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2017,12472.95753
Import,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2019,13287.93162
Import,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2018,13287.38927
Import,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2015,11493.03379
Import,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2016,11029.98488
Import,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2013,12964.66626
Import,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2014,12740.12604
Import,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2011,13675.09544
Import,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2010,12579.4036
Import,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2012,13057.38927
Import,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2007,3903.937329
Import,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2006,4142.456919
Import,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2008,4085.353924
Import,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2009,3638.634569
Import,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2010,4488.880519
Import,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2011,4812.267431
Import,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2013,4359.039055
Import,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2012,3707.875226
Import,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2015,2817.885976
Import,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2014,3490.888068
Import,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2017,3345.163426
Import,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2016,2639.543621
Import,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2002,2972
Import,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2004,3802.590684
Import,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2003,2850.528643
Import,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2005,4368.983843
Import,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2019,3401.612863
Import,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2018,3720.393885
Import,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2015,15934.91878
Import,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2013,17048.17023
Import,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2014,16076.0261
Import,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2011,18182.24101
Import,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2012,17835.74155
Import,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2009,13032.44736
Import,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2010,16194.47879
Import,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2008,15259.97409
Import,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2007,14198.63964
Import,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2006,12728.39801
Import,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2005,11129.13445
Import,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2004,10204.18955
Import,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2003,8530.295412
Import,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2017,16296.50477
Import,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2016,15116.07729
Import,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2018,17015.01954
Import,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2019,16724.55156
Import,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2002,8283
Import,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2019,94435.81524
Import,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2017,92929.45331
Import,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2018,94490.09616
Import,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2010,73016.00089
Import,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2009,55490.56544
Import,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2011,79402.5845
Import,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2012,86204.87416
Import,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2014,87572.57402
Import,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2013,87279.73799
Import,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2016,84992.28283
Import,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2015,85466.01793
Import,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2002,57216
Import,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2003,58395.34253
Import,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2004,63424.09155
Import,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2005,70594.52519
Import,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2006,76517.99504
Import,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2007,82663.15063
Import,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2008,76878.25869
Import,Canada,World,MATE,Textiles,Annual,Million US dollar,2017,4517.936982
Import,Canada,World,MATE,Textiles,Annual,Million US dollar,2010,4150.497631
Import,Canada,World,MATE,Textiles,Annual,Million US dollar,2011,4500.872453
Import,Canada,World,MATE,Textiles,Annual,Million US dollar,2012,4584.308273
Import,Canada,World,MATE,Textiles,Annual,Million US dollar,2013,4560.656406
Import,Canada,World,MATE,Textiles,Annual,Million US dollar,2014,4580.745399
Import,Canada,World,MATE,Textiles,Annual,Million US dollar,2015,4388.272539
Import,Canada,World,MATE,Textiles,Annual,Million US dollar,2016,4310.415343
Import,Canada,World,MATE,Textiles,Annual,Million US dollar,2002,3886
Import,Canada,World,MATE,Textiles,Annual,Million US dollar,2003,3847.170857
Import,Canada,World,MATE,Textiles,Annual,Million US dollar,2004,4108.994528
Import,Canada,World,MATE,Textiles,Annual,Million US dollar,2009,3560.300395
Import,Canada,World,MATE,Textiles,Annual,Million US dollar,2007,4424.798696
Import,Canada,World,MATE,Textiles,Annual,Million US dollar,2008,4317.43178
Import,Canada,World,MATE,Textiles,Annual,Million US dollar,2006,4361.275622
Import,Canada,World,MATE,Textiles,Annual,Million US dollar,2005,4302.547006
Import,Canada,World,MATE,Textiles,Annual,Million US dollar,2019,4503.488632
Import,Canada,World,MATE,Textiles,Annual,Million US dollar,2018,4623.543397
Import,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2014,60834.47138
Import,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2010,51395.48107
Import,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2008,63431.12017
Import,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2009,38331.37399
Import,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2006,43339.25285
Import,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2007,47879.65741
Import,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2005,37646.72897
Import,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2004,27012.8712
Import,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2003,20904.59112
Import,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2002,16663
Import,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2011,68614.84862
Import,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2013,62700.61793
Import,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2012,64770.66545
Import,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2017,42792.43099
Import,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2016,36457.1821
Import,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2015,41705.80912
Import,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2018,50683.99795
Import,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2019,45898.09535
Import,Canada,World,MIFU,Fuels,Annual,Million US dollar,2002,11157
Import,Canada,World,MIFU,Fuels,Annual,Million US dollar,2003,15137.35555
Import,Canada,World,MIFU,Fuels,Annual,Million US dollar,2004,19387.81861
Import,Canada,World,MIFU,Fuels,Annual,Million US dollar,2005,28851.29073
Import,Canada,World,MIFU,Fuels,Annual,Million US dollar,2007,35451.69598
Import,Canada,World,MIFU,Fuels,Annual,Million US dollar,2006,31976.75013
Import,Canada,World,MIFU,Fuels,Annual,Million US dollar,2008,50522.71684
Import,Canada,World,MIFU,Fuels,Annual,Million US dollar,2009,30144.4562
Import,Canada,World,MIFU,Fuels,Annual,Million US dollar,2010,39475.74739
Import,Canada,World,MIFU,Fuels,Annual,Million US dollar,2011,53151.79057
Import,Canada,World,MIFU,Fuels,Annual,Million US dollar,2019,33157.39875
Import,Canada,World,MIFU,Fuels,Annual,Million US dollar,2018,36631.25997
Import,Canada,World,MIFU,Fuels,Annual,Million US dollar,2016,25213.01078
Import,Canada,World,MIFU,Fuels,Annual,Million US dollar,2017,30073.69787
Import,Canada,World,MIFU,Fuels,Annual,Million US dollar,2014,47678.952
Import,Canada,World,MIFU,Fuels,Annual,Million US dollar,2015,29548.70318
Import,Canada,World,MIFU,Fuels,Annual,Million US dollar,2013,50193.66826
Import,Canada,World,MIFU,Fuels,Annual,Million US dollar,2012,51339.44567
Import,China,World,AG,Agricultural products,Annual,Million US dollar,2019,199396.9855
Import,China,World,AG,Agricultural products,Annual,Million US dollar,2018,194502.0799
Import,China,World,AG,Agricultural products,Annual,Million US dollar,2017,180901.2045
Import,China,World,AG,Agricultural products,Annual,Million US dollar,2016,154858.5565
Import,China,World,AG,Agricultural products,Annual,Million US dollar,2013,165475.733
Import,China,World,AG,Agricultural products,Annual,Million US dollar,2014,170708.096
Import,China,World,AG,Agricultural products,Annual,Million US dollar,2015,159621.0398
Import,China,World,AG,Agricultural products,Annual,Million US dollar,2004,42278.51841
Import,China,World,AG,Agricultural products,Annual,Million US dollar,2003,30482.06413
Import,China,World,AG,Agricultural products,Annual,Million US dollar,2002,21847.64544
Import,China,World,AG,Agricultural products,Annual,Million US dollar,2007,65368.6825
Import,China,World,AG,Agricultural products,Annual,Million US dollar,2008,86807.2104
Import,China,World,AG,Agricultural products,Annual,Million US dollar,2009,76616.84821
