Indicator,Reporting Economy,Partner Economy,Product/Sector Code,Product/Sector,Period,Unit,Year,Value
Export,Canada,World,MACL,Clothing,Annual,Million US dollar,2017,1463.122448
Export,Canada,World,MACL,Clothing,Annual,Million US dollar,2018,1657.693609
Export,Canada,World,MACL,Clothing,Annual,Million US dollar,2019,1751.183326
Export,Canada,World,MACL,Clothing,Annual,Million US dollar,2016,1314.727206
Export,Canada,World,MACL,Clothing,Annual,Million US dollar,2015,1413.953726
Export,Canada,World,MACL,Clothing,Annual,Million US dollar,2014,1371.931531
Export,Canada,World,MACL,Clothing,Annual,Million US dollar,2013,1269.882024
Export,Canada,World,MACL,Clothing,Annual,Million US dollar,2009,1005.182582
Export,Canada,World,MACL,Clothing,Annual,Million US dollar,2010,1172.683952
Export,Canada,World,MACL,Clothing,Annual,Million US dollar,2012,1280.161827
Export,Canada,World,MACL,Clothing,Annual,Million US dollar,2011,1288.776282
Export,Canada,World,MACL,Clothing,Annual,Million US dollar,2005,1860
Export,Canada,World,MACL,Clothing,Annual,Million US dollar,2006,1798
Export,Canada,World,MACL,Clothing,Annual,Million US dollar,2007,1585.793644
Export,Canada,World,MACL,Clothing,Annual,Million US dollar,2008,1271.650448
Export,Canada,World,MACL,Clothing,Annual,Million US dollar,2004,1993
Export,Canada,World,MACL,Clothing,Annual,Million US dollar,2003,1965
Export,Canada,World,MACL,Clothing,Annual,Million US dollar,2002,1988.662518
Export,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2002,3393.197357
Export,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2004,4668
Export,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2003,3423
Export,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2019,5810.215124
Export,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2018,7130.832739
Export,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2017,6768.43799
Export,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2016,5507.303896
Export,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2015,6356.914365
Export,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2014,7472.933581
Export,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2013,6886.575755
Export,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2011,7543.370745
Export,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2012,7595.455438
Export,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2007,7109.42493
Export,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2008,9333.509749
Export,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2009,4783.818368
Export,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2010,7051.456587
Export,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2005,5595
Export,Canada,World,MAIS,Iron and steel,Annual,Million US dollar,2006,6221
Export,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2019,119516.4448
Export,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2018,118327.4609
Export,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2016,117301.0866
Export,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2017,117378.4916
Export,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2013,115465.5552
Export,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2014,119263.182
Export,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2015,117508.1576
Export,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2010,101099.4515
Export,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2012,119409.4207
Export,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2011,109657.9638
Export,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2006,123206
Export,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2007,127467.746
Export,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2008,113690.491
Export,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2009,83996.79497
Export,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2003,97778
Export,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2002,96181.61351
Export,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2004,109279
Export,Canada,World,MAMT,Machinery and transport equipment,Annual,Million US dollar,2005,118409
Export,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2003,56948
Export,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2002,56328.15915
Export,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2015,61831.78914
Export,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2016,65603.64262
Export,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2018,60683.86069
Export,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2017,63213.78284
Export,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2019,60827.24123
Export,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2004,63765
Export,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2005,66855
Export,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2006,66339
Export,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2010,50116.33453
Export,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2009,34171.47685
Export,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2008,51806.25374
Export,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2007,65836.49724
Export,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2014,61302.82934
Export,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2013,59937.22911
Export,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2012,62156.70912
Export,Canada,World,MAMTAU,Automotive products,Annual,Million US dollar,2011,53946.22908
Export,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2014,9158.305606
Export,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2012,10423.23911
Export,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2015,8763.733496
Export,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2013,9474.701158
Export,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2018,8686.760446
Export,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2017,8498.473946
Export,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2016,8374.002159
Export,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2019,8898.824872
Export,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2011,11111.33542
Export,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2002,9842.570029
Export,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2003,9765
Export,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2004,11541
Export,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2006,14751
Export,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2005,13648
Export,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2007,15190.73301
Export,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2008,14312.11101
Export,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2009,11021.33504
Export,Canada,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2010,10686.28356
Export,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2013,2526.354493
Export,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2014,2592.538316
Export,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2015,2494.705474
Export,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2016,2422.070761
Export,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2017,3217.519087
Export,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2018,3187.320007
Export,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2019,3216.548996
Export,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2003,3178
Export,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2002,3142.567537
Export,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2010,3017.536409
Export,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2009,3051.131261
Export,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2011,3080.262216
Export,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2008,4114.307546
Export,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2007,4306.871938
Export,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2006,3912
Export,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2005,3686
Export,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2004,3552
Export,Canada,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2012,2738.848055
Export,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2016,1335.425113
Export,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2015,1473.034144
Export,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2014,1746.198178
Export,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2013,1884.459526
Export,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2012,2051.141696
Export,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2011,2233.686242
Export,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2010,1821.645461
Export,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2009,2215.86837
Export,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2007,2305.878467
Export,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2008,2922.342498
Export,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2004,2073
Export,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2003,1782
Export,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2006,2165
Export,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2005,2609
Export,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2002,1669.241637
Export,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2017,1422.250626
Export,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2019,2007.876562
Export,Canada,World,MAMTOTIC,Integrated circuits and electronic components,Annual,Million US dollar,2018,1581.590554
Export,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2013,5063.887139
Export,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2012,5633.249359
Export,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2011,5797.386957
Export,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2008,7275.460968
Export,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2007,8577.982608
Export,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2009,5754.335412
Export,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2010,5847.101693
Export,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2018,3917.849885
Export,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2019,3674.399314
Export,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2016,4616.506285
Export,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2017,3858.704233
Export,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2015,4795.993878
Export,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2014,4819.569112
Export,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2002,5030.760855
Export,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2006,8674
Export,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2005,7353
Export,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2004,5916
Export,Canada,World,MAMTOTTL,Telecommunications equipment,Annual,Million US dollar,2003,4805
Export,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2011,66474.44944
Export,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2002,66448.9139
Export,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2003,67714
Export,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2004,74222
Export,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2005,78344
Export,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2006,79046
Export,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2007,79849.72811
Export,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2008,64901.41125
Export,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2009,46119.06318
Export,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2010,62305.40372
Export,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2016,78380.38627
Export,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2017,75465.27629
Export,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2015,76894.05465
Export,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2013,73252.61013
Export,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2014,76553.36259
Export,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2012,75256.78931
Export,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2018,73867.43869
Export,Canada,World,MAMTTE,Transport equipment,Annual,Million US dollar,2019,74616.93908
Export,Canada,World,MATE,Textiles,Annual,Million US dollar,2015,1780.87777
Export,Canada,World,MATE,Textiles,Annual,Million US dollar,2016,1785.399362
Export,Canada,World,MATE,Textiles,Annual,Million US dollar,2017,1776.736301
Export,Canada,World,MATE,Textiles,Annual,Million US dollar,2018,1797.541449
Export,Canada,World,MATE,Textiles,Annual,Million US dollar,2019,1680.220961
Export,Canada,World,MATE,Textiles,Annual,Million US dollar,2013,1899.087259
Export,Canada,World,MATE,Textiles,Annual,Million US dollar,2012,2018.275925
Export,Canada,World,MATE,Textiles,Annual,Million US dollar,2014,1830.489959
Export,Canada,World,MATE,Textiles,Annual,Million US dollar,2010,1906.892333
Export,Canada,World,MATE,Textiles,Annual,Million US dollar,2011,2023.620379
Export,Canada,World,MATE,Textiles,Annual,Million US dollar,2009,1644.275165
Export,Canada,World,MATE,Textiles,Annual,Million US dollar,2008,1991.747969
Export,Canada,World,MATE,Textiles,Annual,Million US dollar,2007,2316.116396
Export,Canada,World,MATE,Textiles,Annual,Million US dollar,2006,2369
Export,Canada,World,MATE,Textiles,Annual,Million US dollar,2004,2431
Export,Canada,World,MATE,Textiles,Annual,Million US dollar,2005,2465
Export,Canada,World,MATE,Textiles,Annual,Million US dollar,2002,2181.349626
Export,Canada,World,MATE,Textiles,Annual,Million US dollar,2003,2264
Export,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2012,149403.9418
Export,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2015,104503.2275
Export,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2016,87094.62044
Export,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2014,160675.7457
Export,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2013,152205.7246
Export,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2019,127560.4151
Export,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2017,113210.2242
Export,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2018,131072.0524
Export,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2005,92657
Export,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2004,69245
Export,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2003,56005
Export,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2002,43096.23512
Export,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2006,106366
Export,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2008,161472.6717
Export,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2007,123686.4987
Export,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2010,121624.6042
Export,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2009,92985.31796
Export,Canada,World,MI,Fuels and mining products,Annual,Million US dollar,2011,154392.8442
Export,Canada,World,MIFU,Fuels,Annual,Million US dollar,2002,31872.38557
Export,Canada,World,MIFU,Fuels,Annual,Million US dollar,2003,43886
Export,Canada,World,MIFU,Fuels,Annual,Million US dollar,2005,72831
Export,Canada,World,MIFU,Fuels,Annual,Million US dollar,2006,77450
Export,Canada,World,MIFU,Fuels,Annual,Million US dollar,2011,116018.9232
Export,Canada,World,MIFU,Fuels,Annual,Million US dollar,2012,116359.1839
Export,Canada,World,MIFU,Fuels,Annual,Million US dollar,2013,120366.4705
Export,Canada,World,MIFU,Fuels,Annual,Million US dollar,2010,92052.30585
Export,Canada,World,MIFU,Fuels,Annual,Million US dollar,2009,71999.87132
Export,Canada,World,MIFU,Fuels,Annual,Million US dollar,2008,125790.922
Export,Canada,World,MIFU,Fuels,Annual,Million US dollar,2007,87220.49826
Export,Canada,World,MIFU,Fuels,Annual,Million US dollar,2019,98481.97147
Export,Canada,World,MIFU,Fuels,Annual,Million US dollar,2018,99638.98824
Export,Canada,World,MIFU,Fuels,Annual,Million US dollar,2017,84576.23023
Export,Canada,World,MIFU,Fuels,Annual,Million US dollar,2016,62248.37174
Export,Canada,World,MIFU,Fuels,Annual,Million US dollar,2015,77449.43432
Export,Canada,World,MIFU,Fuels,Annual,Million US dollar,2014,128611.5424
Export,Canada,World,MIFU,Fuels,Annual,Million US dollar,2004,52864
Export,China,World,AG,Agricultural products,Annual,Million US dollar,2015,72678.3544
Export,China,World,AG,Agricultural products,Annual,Million US dollar,2016,75476.27614
Export,China,World,AG,Agricultural products,Annual,Million US dollar,2017,78438.49196
Export,China,World,AG,Agricultural products,Annual,Million US dollar,2018,82789.54202
Export,China,World,AG,Agricultural products,Annual,Million US dollar,2019,81676.3952
Export,China,World,AG,Agricultural products,Annual,Million US dollar,2011,64612.64976
Export,China,World,AG,Agricultural products,Annual,Million US dollar,2012,66175.41033
Export,China,World,AG,Agricultural products,Annual,Million US dollar,2010,51606.88319
Export,China,World,AG,Agricultural products,Annual,Million US dollar,2009,40882.57993
Export,China,World,AG,Agricultural products,Annual,Million US dollar,2008,42258.31566
Export,China,World,AG,Agricultural products,Annual,Million US dollar,2007,38862.33369
Export,China,World,AG,Agricultural products,Annual,Million US dollar,2014,74475.68661
Export,China,World,AG,Agricultural products,Annual,Million US dollar,2013,70158.73955
Export,China,World,AG,Agricultural products,Annual,Million US dollar,2003,22157.59577
Export,China,World,AG,Agricultural products,Annual,Million US dollar,2002,18795.65858
Export,China,World,AG,Agricultural products,Annual,Million US dollar,2004,24120.99269
Export,China,World,AG,Agricultural products,Annual,Million US dollar,2005,28711.23279
Export,China,World,AG,Agricultural products,Annual,Million US dollar,2006,32541.588
Export,China,World,AGFO,Food,Annual,Million US dollar,2005,24635.37121
Export,China,World,AGFO,Food,Annual,Million US dollar,2016,66205.22802
Export,China,World,AGFO,Food,Annual,Million US dollar,2015,63172.57406
Export,China,World,AGFO,Food,Annual,Million US dollar,2013,59982.56714
Export,China,World,AGFO,Food,Annual,Million US dollar,2014,63494.30505
Export,China,World,AGFO,Food,Annual,Million US dollar,2012,56317.7155
Export,China,World,AGFO,Food,Annual,Million US dollar,2011,54167.81346
Export,China,World,AGFO,Food,Annual,Million US dollar,2010,44152.52225
Export,China,World,AGFO,Food,Annual,Million US dollar,2018,72354.86448
Export,China,World,AGFO,Food,Annual,Million US dollar,2017,68997.9946
Export,China,World,AGFO,Food,Annual,Million US dollar,2009,35318.56076
Export,China,World,AGFO,Food,Annual,Million US dollar,2008,35887.46851
Export,China,World,AGFO,Food,Annual,Million US dollar,2007,33160.76843
Export,China,World,AGFO,Food,Annual,Million US dollar,2006,27862.636
Export,China,World,AGFO,Food,Annual,Million US dollar,2019,70944.19165
Export,China,World,AGFO,Food,Annual,Million US dollar,2004,20815.18675
Export,China,World,AGFO,Food,Annual,Million US dollar,2003,19241.75737
Export,China,World,AGFO,Food,Annual,Million US dollar,2002,16163.52462
Export,China,World,MA,Manufactures,Annual,Million US dollar,2018,2324284.05
Export,China,World,MA,Manufactures,Annual,Million US dollar,2017,2116383.808
Export,China,World,MA,Manufactures,Annual,Million US dollar,2016,1965697.042
Export,China,World,MA,Manufactures,Annual,Million US dollar,2019,2320927.025
Export,China,World,MA,Manufactures,Annual,Million US dollar,2015,2143717.816
Export,China,World,MA,Manufactures,Annual,Million US dollar,2014,2201685.948
Export,China,World,MA,Manufactures,Annual,Million US dollar,2013,2077150.371
Export,China,World,MA,Manufactures,Annual,Million US dollar,2012,1924927.523
Export,China,World,MA,Manufactures,Annual,Million US dollar,2007,1136143.146
Export,China,World,MA,Manufactures,Annual,Million US dollar,2010,1476531.567
Export,China,World,MA,Manufactures,Annual,Million US dollar,2011,1771857.636
Export,China,World,MA,Manufactures,Annual,Million US dollar,2008,1331387.894
Export,China,World,MA,Manufactures,Annual,Million US dollar,2009,1124743.287
Export,China,World,MA,Manufactures,Annual,Million US dollar,2006,895389.672
Export,China,World,MA,Manufactures,Annual,Million US dollar,2005,700341.558
Export,China,World,MA,Manufactures,Annual,Million US dollar,2003,396993.2006
Export,China,World,MA,Manufactures,Annual,Million US dollar,2002,292561.169
Export,China,World,MA,Manufactures,Annual,Million US dollar,2004,542366.488
Export,China,World,MACH,Chemicals,Annual,Million US dollar,2011,114723.0411
Export,China,World,MACH,Chemicals,Annual,Million US dollar,2010,87518.85921
Export,China,World,MACH,Chemicals,Annual,Million US dollar,2009,62007.81712
Export,China,World,MACH,Chemicals,Annual,Million US dollar,2002,15324.92902
Export,China,World,MACH,Chemicals,Annual,Million US dollar,2003,19580.75392
Export,China,World,MACH,Chemicals,Annual,Million US dollar,2004,26359.7297
Export,China,World,MACH,Chemicals,Annual,Million US dollar,2005,35772.12643
Export,China,World,MACH,Chemicals,Annual,Million US dollar,2006,44528.911
Export,China,World,MACH,Chemicals,Annual,Million US dollar,2008,79312.59872
Export,China,World,MACH,Chemicals,Annual,Million US dollar,2007,60340.80426
Export,China,World,MACH,Chemicals,Annual,Million US dollar,2012,113522.0148
Export,China,World,MACH,Chemicals,Annual,Million US dollar,2016,121845.6871
Export,China,World,MACH,Chemicals,Annual,Million US dollar,2015,129525.8502
Export,China,World,MACH,Chemicals,Annual,Million US dollar,2013,119565.7467
Export,China,World,MACH,Chemicals,Annual,Million US dollar,2014,134482.3049
Export,China,World,MACH,Chemicals,Annual,Million US dollar,2017,141230.1847
Export,China,World,MACH,Chemicals,Annual,Million US dollar,2018,167698.8976
Export,China,World,MACH,Chemicals,Annual,Million US dollar,2019,160003.7442
Export,China,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2006,4486.198
Export,China,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2016,13584.83435
Export,China,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2015,13480.54256
Export,China,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2017,14986.06594
Export,China,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2009,8613.735403
Export,China,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2008,8090.895076
Export,China,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2007,6001.387411
Export,China,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2010,10680.45655
Export,China,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2011,11809.99963
Export,China,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2012,11919.94874
Export,China,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2013,12306.70949
Export,China,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2014,13362.23802
Export,China,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2019,17266.83925
Export,China,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2018,17321.97558
Export,China,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2005,3777.728152
Export,China,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2004,3234.306171
Export,China,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2003,2860.55168
Export,China,World,MACHPH,Pharmaceuticals,Annual,Million US dollar,2002,2323.57248
Export,China,World,MACL,Clothing,Annual,Million US dollar,2015,174572.9227
Export,China,World,MACL,Clothing,Annual,Million US dollar,2013,177434.9338
Export,China,World,MACL,Clothing,Annual,Million US dollar,2014,186612.9348
Export,China,World,MACL,Clothing,Annual,Million US dollar,2011,153773.6077
Export,China,World,MACL,Clothing,Annual,Million US dollar,2012,159613.7032
Export,China,World,MACL,Clothing,Annual,Million US dollar,2010,129820.2864
Export,China,World,MACL,Clothing,Annual,Million US dollar,2008,120404.7476
Export,China,World,MACL,Clothing,Annual,Million US dollar,2009,107263.7314
Export,China,World,MACL,Clothing,Annual,Million US dollar,2006,95378.726
Export,China,World,MACL,Clothing,Annual,Million US dollar,2007,115520.1283
Export,China,World,MACL,Clothing,Annual,Million US dollar,2002,41301.5081
Export,China,World,MACL,Clothing,Annual,Million US dollar,2003,52060.74982
Export,China,World,MACL,Clothing,Annual,Million US dollar,2005,74162.52325
Export,China,World,MACL,Clothing,Annual,Million US dollar,2004,61856.40381
Export,China,World,MACL,Clothing,Annual,Million US dollar,2019,151536.546
Export,China,World,MACL,Clothing,Annual,Million US dollar,2018,158211.9615
Export,China,World,MACL,Clothing,Annual,Million US dollar,2017,157463.8917
Export,China,World,MACL,Clothing,Annual,Million US dollar,2016,158179.5457
Export,China,World,MAIS,Iron and steel,Annual,Million US dollar,2017,55756.46272
Export,China,World,MAIS,Iron and steel,Annual,Million US dollar,2018,62667.77528
Export,China,World,MAIS,Iron and steel,Annual,Million US dollar,2019,55080.66757
Export,China,World,MAIS,Iron and steel,Annual,Million US dollar,2003,4813.257728
Export,China,World,MAIS,Iron and steel,Annual,Million US dollar,2002,3322.464512
Export,China,World,MAIS,Iron and steel,Annual,Million US dollar,2004,13877.52271
Export,China,World,MAIS,Iron and steel,Annual,Million US dollar,2005,19278.25722
Export,China,World,MAIS,Iron and steel,Annual,Million US dollar,2006,32518.819
Export,China,World,MAIS,Iron and steel,Annual,Million US dollar,2007,51530.85768
Export,China,World,MAIS,Iron and steel,Annual,Million US dollar,2011,55462.48137
Export,China,World,MAIS,Iron and steel,Annual,Million US dollar,2010,39564.94999
Export,China,World,MAIS,Iron and steel,Annual,Million US dollar,2009,23660.09076
Export,China,World,MAIS,Iron and steel,Annual,Million US dollar,2008,70951.03204
Export,China,World,MAIS,Iron and steel,Annual,Million US dollar,2012,53833.2894
Export,China,World,MAIS,Iron and steel,Annual,Million US dollar,2013,54688.81467
Export,China,World,MAIS,Iron and steel,Annual,Million US dollar,2015,63828.84326
Export,China,World,MAIS,Iron and steel,Annual,Million US dollar,2014,72260.4817
